,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters
1584,Blues,1.0,1247.4112306752302,40200.4036198018,Healthcare,415.80374355841,No,96.6811969410628,Yes,Male,After_16:00,0.315523464232683,0.921730890171602,42.4808238167316,6.6760596050880805,95.82597080152479,8.884,5116.0,39.294188702479,467.554891016334,1901.9217514432999,45496.9675848261,Yes,9347.25384195657,21.623017620497198,460.37680050036596,63.4104233700782,173318.55690074599,80.0,Below_30,0.0,570.663085859269,11.0,Car,Student_or_Unemployed,280.39112850092397,0.0,Yes
8685,Khakis,8.0,190.899698466787,47525.9494574107,Social,63.6332328222624,No,746.8730936578081,No,Male,By_16:00,0.686033696867526,0.0971997992601246,799.6452590450639,,2.24432919640094,12.867,3133.0,27.2611912107095,650.007240357809,8768.7454172937,85411.5341286721,,557819.418029985,25.495239562667603,493.90255708276396,19.693500339053603,4122.82155223452,70.0,Below_30,5.0,1110.00061498921,11.0,Public_or_other,Industry_or_other,900.613578602811,1.0,Yes
3952,Browns,5.0,305.930192619053,31178.1790096765,Environment,101.976730873018,No,305.738169313349,Yes,Female,After_16:00,0.0684324165340513,0.29278799565509,333.380095195025,7.42926447186619,77.2898018127307,3.147,6853.0,38.5653434088454,348.07780891246597,3753.53731095842,41950.7276481589,No,93475.82817507788,18.6568434873766,271.161525554596,52.42072041146461,10511.230370420899,90.0,30-45,2.0,537.4732809707,8.0,Public_or_other,Industry_or_other,387.25887203629,2.0,Yes
1913,Purples,10.0,852.1061790303951,141002.252528062,Environment,284.035393010132,Yes,496.424938574582,Yes,Male,After_16:00,0.9156303936615591,0.9943294422701,731.5099907573309,9.582089937757699,49.6710982173681,3.258,6742.0,28.188235731795398,471.155012495419,5906.5594107366605,59737.5498024497,Yes,246437.719638778,21.7061054197988,96.06458781797008,37.4656436964869,80970.1398754301,90.0,Below_30,3.0,769.462980039168,15.0,Car,Public_Sector,591.561949871666,0.0,No
3669,Purples,8.0,592.071955296517,76129.88221010519,Education,197.357318432172,Yes,385.746436032315,Yes,Female,After_16:00,0.871327004162595,0.00673007988370955,740.0938128121201,5.2144503290765,22.562757553532702,6.233,3767.0,83.1479533109814,469.64903378163496,4796.7624278864205,52935.1616485804,Yes,148800.312911633,21.671387444776897,166.430722169673,63.5188362793997,39157.26845717,100.0,45_and_up,2.0,652.683763865405,16.0,Car,Public_Sector,382.84997971740404,0.0,No
1486,Browns,5.0,368.83824211811697,62648.9271432931,Social,122.94608070603901,Yes,509.564247868015,No,Male,By_16:00,0.873708626953885,0.611523812403902,87.92798221111299,7.26769501343369,25.237351865507698,6.756,3244.0,17.027047043666197,466.94687516569,6029.53622901153,57274.2669358655,Maybe,259655.722705296,21.6089535879387,36.0083016605349,78.49057624116541,15248.6848416819,70.0,30-45,1.0,715.902627845793,6.0,Foot_or_bicycle,Services_or_Retail,489.38803081974004,0.0,Yes
8627,Violets,9.0,268.617824486222,76378.2003168681,Education,89.5392748287406,Yes,853.0133895204609,No,Female,After_16:00,0.49528376921080103,0.604643864324316,449.205657467246,8.50116666639224,84.6481919987127,6.957999999999999,9042.0,92.0036441180855,602.949739170899,9736.033373546401,76580.03626201481,Maybe,727631.842701185,24.555034904697198,381.566508067876,75.26180029381071,8116.82101168548,100.0,Below_30,4.0,928.887180434008,15.0,Public_or_other,Student_or_Unemployed,601.862152456306,0.0,Yes
921,Blues,2.0,1558.86738626977,93587.1218489218,Environment,519.622462089923,Yes,180.105997482315,Yes,Female,After_16:00,0.44367545656859897,0.8869217038154599,709.261574782431,4.53531568869948,79.877767409198,6.055,7945.0,95.40776007343081,548.090229276568,2897.2404333762797,69898.6675590277,Maybe,32438.1703290996,23.411326943951,595.1427782159079,11.2706839805469,270537.125570483,90.0,30-45,1.0,1011.06674652547,12.0,Motorcycle_or_truck,Industry_or_other,999.549880856648,0.0,No
3498,Whites,2.0,345.506825542368,61665.921177214805,Environment,115.168941847456,Yes,535.438810047354,No,Female,By_16:00,0.44218054949305996,0.39377994020469503,584.767792373896,5.715862561482941,92.91761317290371,6.098,3902.0,98.93745263107121,388.611765621337,6131.61163171621,50567.8806620467,Yes,286694.719304926,19.713238334209198,126.686402605586,71.945820027031,13389.0541081102,90.0,Below_30,2.0,,10.0,Foot_or_bicycle,Industry_or_other,451.15128876238197,0.0,Yes
3635,Yellows,6.0,886.4396542902169,77397.9846676329,Healthcare,295.479884763406,No,261.939944675444,Yes,Male,After_16:00,0.28738578688353306,0.124073829036206,406.47019422613096,8.21942184120417,81.6689114319161,6.244,7756.0,63.8877431862056,315.113726256579,3249.6268992676,43077.9742479474,No,68612.5346165745,17.7514429344935,312.720950795465,75.116465264,87613.8421845589,80.0,30-45,2.0,601.446284792781,14.0,Public_or_other,Public_Sector,583.299873388631,1.0,Yes
3082,Reds,,705.1242839266099,145915.803093445,Other,235.041427975537,No,620.808869101291,No,Male,After_16:00,0.4360903028864411,0.481495693325996,873.5111227724701,7.376668055076151,19.5052735274658,7.777,4223.0,68.08915447909379,418.99419635737394,7046.07708372766,56987.1075767816,Yes,385403.651954824,20.4693477267199,157.909288119986,37.5145458616316,55489.5142927549,50.0,Below_30,,719.9109047941521,9.0,Motorcycle_or_truck,Hightech,561.470482324773,0.0,No
9448,Blues,6.0,1168.33605496276,74532.1392536475,Healthcare,389.445351654254,No,191.380225587636,Yes,Male,After_16:00,0.7085475763306021,0.0568171697668731,5.78670506365597,2.6973167760297696,27.516396017745105,8.402000000000001,5598.0,35.336970305070295,6.63560954853892,1927.07347497344,13801.1592861731,Yes,36626.3907459745,2.5759676916721803,585.502256774074,29.776606825180398,152067.12727676,80.0,30-45,1.0,242.86760783288602,14.0,Public_or_other,Public_Sector,435.515073360875,1.0,Yes
7448,Purples,2.0,919.4903624267821,,Education,306.496787475594,Yes,330.604876597717,Yes,Female,By_16:00,0.182279856177047,0.5066337645985189,14.9883565027267,9.4150491966866,48.673411551863005,5.053999999999999,4946.0,28.7089863559231,498.36426583074007,4302.7772976386495,55945.11910902269,Yes,109299.58443019199,22.3240736835986,175.38232019400502,97.4402090068907,94256.7775203351,100.0,Below_30,2.0,708.8860430031401,14.0,Public_or_other,Hightech,454.59543219140403,0.0,Yes
604,Turquoises,4.0,405.341205152781,49056.7234013083,Social,135.11373505092698,No,363.077250309289,Yes,Male,After_16:00,0.478205259889364,0.480312054278329,887.740848353133,2.95872812857851,69.1035181283951,10.832,5168.0,8.04261283483356,199.44345122180098,4029.65940553649,23033.668039636097,Maybe,131825.089692154,14.122444944902501,566.786827555391,7.70850910339504,18400.835134463,70.0,45_and_up,3.0,235.499846057378,13.0,Public_or_other,Public_Sector,39.3860298536552,0.0,Yes
3671,Browns,2.0,351.08837331049597,39342.2153238535,Social,117.02945777016501,No,336.17361024707003,Yes,Female,After_16:00,0.24664391949772801,0.29145997273735696,202.540733153,6.30945683456957,24.5315224863589,1.903,8097.0,65.9254429629073,385.532635515738,4132.80137350218,46306.871334234005,Maybe,113012.696226549,19.634984988935898,213.858973190972,27.6508877985179,13822.9234437491,70.0,45_and_up,3.0,592.538235570932,7.0,Car,Student_or_Unemployed,423.883005164121,0.0,No
2824,Reds,2.0,802.1999364908729,142719.776360338,Other,267.399978830291,No,533.731442256085,No,Male,By_16:00,0.68893728684634,0.717238993616775,85.35453304648401,8.20240224013105,90.454790298827,2.355,9645.0,78.3616396365687,521.05882399028,6379.43207054141,63862.2636548976,Yes,,22.8267129475595,80.2843560752004,65.7019481062889,71780.1486572703,50.0,30-45,3.0,,9.0,Car,Services_or_Retail,569.744487709642,0.0,
6181,Greens,10.0,750.4499456853481,72609.5980906405,Education,,Yes,290.26425483046603,Yes,Female,After_16:00,0.117771619232371,0.35121488431468606,91.10360802151258,9.164360789582132,74.3456984404474,1.176,8824.0,70.8533859346062,534.063434990994,3970.76941828665,62809.2564062519,Yes,84253.337632286,23.1098125260893,265.196950806547,66.7915937490761,62835.16342402191,100.0,Below_30,2.0,839.024588167428,14.0,Public_or_other,Public_Sector,658.682142384973,0.0,No
7777,Khakis,7.0,524.215974105252,150378.976466987,Education,174.738658035084,No,860.5936325595089,No,Male,After_16:00,0.638161373091862,0.263726499862969,651.241529965773,6.71795192873105,42.451170203276,7.247999999999999,8752.0,66.12488997634499,635.9878146322441,9877.91195485958,84300.4530529248,No,740621.400401971,25.218798834049302,499.017754442527,22.844481538049898,30718.3372699371,100.0,30-45,4.0,1066.9557035735302,16.0,Public_or_other,Industry_or_other,817.014614297111,2.0,No
2616,Reds,4.0,396.16853467490193,66138.6510574157,,132.056178224967,Yes,500.83723417123,No,Female,By_16:00,0.146522619295865,0.0955290517304093,,3.9214128558524,24.269198556430602,2.275,9725.0,77.34211857896301,443.275529553092,5894.92340081849,,No,250837.935132288,21.054109564479102,124.292147849055,60.470328875817394,17580.8903856093,50.0,Below_30,2.0,754.326752931943,7.0,Foot_or_bicycle,Hightech,610.590105834074,,No
154,Turquoises,7.0,232.29424266882802,16240.0071921366,Education,77.43141422294259,Yes,209.734089905396,Yes,Female,After_16:00,0.735756777459756,0.384325723163784,684.540332295001,4.62389312917367,67.86367748864001,9.971,6029.0,41.9908809009939,68.131967654999,2233.6048343639604,13381.9210631033,Yes,43988.388468444806,8.25420908718691,605.784844391559,7.097114413045349,6083.05532278786,100.0,Below_30,0.0,177.202704278119,15.0,Public_or_other,Services_or_Retail,189.82104879616,0.0,No
9912,Khakis,5.0,29.7400746907348,9890.64157330756,Financial,9.913358230244949,Yes,997.708480172936,No,Female,After_16:00,0.0291609570849687,0.624336458509788,76.59443118609491,8.47137398086488,6.554467207752169,9.265,6735.0,82.9763880930841,944.9375893455,11866.9599804204,115124.10482655099,No,995422.21140899,30.739837171746696,822.955409923963,10.815975512377902,118.18802963141,60.0,45_and_up,4.0,1440.82453747109,10.0,Car,Hightech,981.219718085699,0.0,No
1438,Turquoises,10.0,421.271725152337,54541.9124153822,Education,140.423908384112,Yes,388.409018400125,Yes,Male,By_16:00,0.5945793124847111,0.400758644100279,191.248656716198,7.03147593419999,69.8286474682391,7.144,8856.0,43.6591749312356,215.854181405681,4315.79854681261,29550.273542592404,Maybe,150861.565574549,14.6919767698455,396.54093771954,61.24702675733721,19869.2979542537,100.0,Below_30,3.0,356.565876351555,14.0,Motorcycle_or_truck,Student_or_Unemployed,246.912422492859,0.0,Yes
9308,Turquoises,1.0,291.43469810268397,87456.197065271,Education,97.1448993675615,No,900.2654553623869,No,Female,After_16:00,0.703241355717182,0.845135454786941,227.212534518912,7.11048538098112,79.7732506645843,7.724,8276.0,32.0032425690442,905.931521243342,10814.5175961106,108607.994605274,No,810477.890118846,30.098696337937003,699.649800744149,26.851533702574702,9544.2763725012,100.0,30-45,1.0,1358.16839649539,15.0,Public_or_other,Services_or_Retail,905.606963680278,1.0,Yes
812,Whites,1.0,224.622686818851,22646.4259414047,Financial,74.874228939617,Yes,302.459554670915,Yes,Male,By_16:00,0.572161209536716,0.685014482587576,692.60911969468,8.22152939392254,9.430873580276971,6.0489999999999995,3951.0,65.370024740696,296.314598754257,3617.2247442176704,40653.4047690433,No,91481.7822117285,17.2137909466293,284.055394715219,81.6274364944547,5691.02438824179,60.0,30-45,1.0,553.59049520021,6.0,Car,Student_or_Unemployed,513.322801708576,0.0,No
2565,Blues,1.0,1678.30788803193,238334.333005302,Financial,559.4359626773111,No,426.026120781898,Yes,Male,By_16:00,0.46989176818169703,0.6533200133126229,701.024285051972,2.08467058837414,66.8384676566347,8.402000000000001,5598.0,5.416247947141531,974.873721133918,6210.00865008682,105416.438549291,Maybe,181498.255588473,31.2229678463454,611.175799193097,43.28498006798329,313538.032299367,,Below_30,0.0,1358.7736742571,8.0,Public_or_other,Student_or_Unemployed,877.569426316768,4.0,No
3014,Purples,1.0,277.48916834294397,39090.0406752809,Financial,92.49638944764791,Yes,422.61153012254096,Yes,Male,After_16:00,0.8659585793502629,0.995160943595693,152.060483116657,8.31916910596192,29.9330571433529,4.388,5612.0,43.5940424213186,328.637306043313,4883.389913312029,46569.5483540776,Maybe,178600.505392515,18.1283564076646,,89.72069805022329,8658.0784502986,60.0,Below_30,0.0,622.690551462744,9.0,Foot_or_bicycle,Industry_or_other,569.3116460230169,0.0,Yes
5136,Khakis,1.0,405.845902783827,123428.998349277,Environment,135.281967594609,Yes,912.38322848134,No,Female,By_16:00,0.538702740333974,0.5665032349061221,133.314532227814,7.62349007185549,6.18109842762351,8.224,7776.0,69.8082427727059,836.9351164437829,10797.702517701,105390.0643425,Yes,832443.155614033,28.929830909353498,728.233299982531,45.921693672426,18446.4927238634,90.0,45_and_up,2.0,1342.8438437956802,12.0,Car,,996.727832296286,5.0,Yes
7618,Blues,1.0,1519.74640829722,390248.922268215,Education,,No,770.356659777462,No,Male,By_16:00,0.453223041957244,0.179778585443273,761.481097899377,6.94553731009364,53.678665915504105,5.113,8887.0,69.2493659211323,407.21821808256203,8518.003033939749,66652.5925011374,No,593449.383263489,20.179648611473898,501.552841010996,99.2007456254214,257142.04275080102,100.0,30-45,1.0,899.598841345869,13.0,Foot_or_bicycle,Hightech,912.133558187634,0.0,No
1868,Yellows,7.0,1093.45092024962,190705.73026987398,Healthcare,364.48364008320704,Yes,523.221646453976,No,Female,After_16:00,0.864048685645685,0.822559655411169,454.671045066789,0.124494507908821,53.9529024390504,6.172999999999999,7827.0,59.443670255132,280.216509933388,5792.649484406539,40878.2170148868,Yes,273760.89131801,16.7396687522002,236.460791778042,25.893035857006897,133222.80752838802,80.0,Below_30,2.0,512.476332944103,11.0,Motorcycle_or_truck,Industry_or_other,415.918618717313,1.0,No
352,Khakis,3.0,671.473874309412,58408.0686554682,Education,223.824624769804,Yes,260.954614424301,Yes,Male,After_16:00,0.0273667483124882,0.235671512316912,788.669453701004,0.8211146388202909,33.5795530350879,6.635,9365.0,,353.314952808432,3316.1760498598805,37529.0492039209,Yes,68097.3107893358,18.7966739826075,403.508504441273,,50331.2872781134,100.0,45_and_up,4.0,449.027278405524,12.0,Public_or_other,Student_or_Unemployed,209.89671887101002,1.0,No
6661,Greens,4.0,896.813943463472,86384.1588212745,Environment,298.937981154491,No,288.970168620465,Yes,Male,After_16:00,0.108921516686678,0.07085207314230499,902.327922638506,5.62288038199767,14.929119660519099,0.847,9153.0,89.3803987884894,480.65105244684196,3851.0037910983297,58138.939729579004,No,83503.75835253991,21.9237554366683,255.294662038784,94.7040661005303,89672.854557877,90.0,Below_30,2.0,782.664761179069,14.0,Public_or_other,Hightech,642.36359422973,0.0,No
2551,Purples,4.0,275.530937764176,39640.399713638195,Financial,91.843645921392,Yes,431.607427122025,Yes,Female,By_16:00,0.9335875320248309,0.13731805211864398,88.97577109746629,4.1368215251714,13.924368261359598,0.17800000000000102,9822.0,5.467705940827731,370.239828093667,5056.55392740758,48656.5523677582,Yes,186284.97114689398,19.2416170862448,146.93839099104602,93.84330357424909,8537.098942055409,60.0,45_and_up,3.0,630.725280587598,8.0,Public_or_other,Public_Sector,508.697385182191,1.0,Yes
6876,Turquoises,5.0,935.329352114595,199440.091295445,Education,311.776450704865,Yes,639.689401956275,No,Female,,0.32470378815196504,0.421256320783868,800.647117896006,8.931428543291991,42.4003996420652,10.547,5453.0,12.341780634596901,745.393962617193,7887.681944797141,91676.36610112539,No,409202.530975177,27.3019040108413,506.45972988831596,46.8560572247952,97526.331664828,100.0,45_and_up,0.0,1195.04370782269,12.0,Motorcycle_or_truck,Student_or_Unemployed,920.440402543185,0.0,No
897,Purples,5.0,593.041521429757,79894.4565449797,Environment,197.680507143252,Yes,404.15950818601897,Yes,Male,After_16:00,0.38571037352085097,0.19618269149214004,872.617012122646,5.4039031709544405,26.8703156849369,2.205,7795.0,80.2383999805897,449.45050399529504,4940.49608985078,54463.035039903094,Maybe,163344.908057165,,108.51617946707701,61.671073618345005,39285.2634115566,90.0,30-45,2.0,697.884080090828,15.0,Public_or_other,Services_or_Retail,505.925351352922,0.0,No
3347,Browns,5.0,259.889778322039,42359.9574384192,Social,86.6299261073464,,488.976031053396,Yes,Male,By_16:00,0.15882253088057,0.24498466076329398,856.559534557164,2.5904865539632698,21.1329991696402,0.565,9435.0,26.5301739331335,464.142255804814,5818.04482214359,55966.034490064696,Maybe,239097.55894473198,21.5439610054608,56.702527503647396,96.6933419695124,7601.374023471641,70.0,Below_30,2.0,695.3661006725391,7.0,Car,Public_Sector,457.48093468573404,0.0,Yes
1453,Purples,8.0,640.658233139166,77165.9365565836,Financial,213.552744379722,No,361.34368949796,Yes,Female,After_16:00,0.444803746184334,0.9554239162243899,642.2693075146531,5.69711047690362,50.4546802258119,3.4210000000000003,6579.0,83.96397558972241,470.041920351959,4553.520735683521,50685.5336690696,Yes,130569.261939998,21.6804501879449,243.80700742999198,95.11736149434,45828.3273764906,60.0,30-45,0.0,610.027256384984,8.0,Car,Industry_or_other,301.710318236849,1.0,No
1203,Yellows,5.0,874.8540577379711,76574.615051451,Environment,291.61801924599,No,262.58533423086396,Yes,Female,By_16:00,0.312390874372795,0.101990438997746,996.0991409607229,2.49203862855211,2.3302887333557,7.235,6765.0,89.1584777738899,545.623887598735,3717.1011175061103,61933.863417415305,No,68951.0577531346,23.358593442216,261.957910707449,95.43576596770441,85342.6871682008,90.0,30-45,3.0,817.7548524269881,13.0,Car,Hightech,600.8696403300789,1.0,Yes
8639,Purples,1.0,170.422702890383,21113.8630494749,Social,56.80756763012771,Yes,371.673421874822,Yes,Male,By_16:00,0.447625736938789,0.6853365853894499,150.73967538774,9.71029276493937,31.433122418820897,5.2010000000000005,4799.0,88.3187500294298,339.163053141893,4395.06032503201,44200.3907083787,No,138141.13252813902,18.416380022737698,208.333116449831,42.6772963255644,3293.90730768165,70.0,Below_30,0.0,576.0857918663891,9.0,Foot_or_bicycle,Hightech,467.343403702406,0.0,No
4849,Purples,8.0,408.95806828967596,52389.3131022411,Environment,136.31935609655898,Yes,384.31309098270896,Yes,Female,After_16:00,0.340963462367654,0.82549196947366,661.30487411283,7.9062415636144605,45.4356448492035,0.9390000000000001,9061.0,53.631565510295296,381.66949942742303,4606.46990868194,47541.3737462945,No,147696.551900684,19.5363635159521,171.387277586353,81.85340280178929,,90.0,45_and_up,3.0,609.640190004573,14.0,Foot_or_bicycle,Student_or_Unemployed,455.412662843243,0.0,No
6391,Purples,2.0,125.39061612245399,17445.407414901998,Social,41.7968720408181,Yes,417.385477981826,Yes,Male,After_16:00,0.380798462312669,0.229363169055432,846.3870997074989,9.24657572060823,34.7847311757505,5.531000000000001,4469.0,14.588170801289401,383.660360298162,4941.17550041458,49148.964121351,No,174210.637230117,19.5872499421987,142.817416832692,12.687584036029902,1798.7753844373399,70.0,30-45,2.0,634.002049714506,9.0,Foot_or_bicycle,Student_or_Unemployed,493.938355295955,0.0,No
3939,Yellows,3.0,-91.51308855170919,-15793.5204929215,Financial,-30.504362850569702,Yes,517.7462833853799,No,Male,By_16:00,0.373650177847594,0.0472797863185406,978.489632951096,0.00383144011721015,53.4630843438208,5.636,8364.0,21.1361776571721,333.139223217942,5843.741280289681,44828.1240047308,Yes,268061.213959374,18.252101884932102,191.549465850695,41.1767095094547,910.0117900686481,60.0,Below_30,1.0,555.41078422912,11.0,Motorcycle_or_truck,Services_or_Retail,407.62170998886904,0.0,No
2606,Khakis,5.0,71.53244468290801,108.04969240147601,Healthcare,23.844148227635998,No,4.531497261715691,Yes,Male,By_16:00,0.5365858832374221,0.756445990642533,64.3681972287595,5.01561025856063,50.573984649963705,11.722000000000001,4278.0,79.3954859487712,107.886552694254,261.088078005664,9710.19482351615,No,20.5344674329368,10.3868451752326,779.46479738637,97.6904658833519,602.387552929113,80.0,Below_30,3.0,119.33876790158001,14.0,Public_or_other,Services_or_Retail,43.5754415011605,0.0,Yes
5764,Pinks,10.0,676.64036169852,160255.131450325,Healthcare,225.54678723284002,No,710.518351497902,No,Female,After_16:00,0.466664204141125,0.6578558480832729,119.874624535441,3.48877398297191,60.856644017621896,5.399,4601.0,46.566444914788,629.0040706181791,8363.19165621537,73277.6965973219,Maybe,504836.327815296,25.0799535609255,248.374842480546,52.4537306278944,51106.9000182889,80.0,Below_30,4.0,873.6459111497,,Public_or_other,Services_or_Retail,472.980824887097,0.0,No
5182,Turquoises,6.0,,226622.00973778398,Financial,293.331447496206,No,772.5800001062449,No,Female,By_16:00,0.721597438678145,0.11965187150053698,601.4926405623561,4.35772521188483,37.933097779750796,9.822000000000001,6178.0,88.40024124365299,916.9251314838989,9559.65026403025,104943.113758155,Yes,596879.856564166,30.2807716461107,582.729198415671,58.6571780499071,86346.6695377158,60.0,30-45,1.0,1303.6915582947502,8.0,Foot_or_bicycle,Public_Sector,802.401879897237,1.0,Yes
1509,Pinks,3.0,337.28765545663896,82602.3423777433,Education,112.429218485546,Yes,734.705297167592,No,Female,By_16:00,0.35263548535294803,0.42076327675022207,48.2201976701617,7.562778703868389,82.9151317011565,2.0669999999999997,7933.0,16.8160016415641,639.4626038367051,8625.97817934933,74263.07707891549,Maybe,539791.87368612,25.2875978265375,275.705211808657,51.2287990422919,12762.758387756201,100.0,Below_30,3.0,879.771193172621,9.0,Foot_or_bicycle,Services_or_Retail,461.568640005654,0.0,No
9342,Reds,4.0,293.546177319648,38198.311025509,Foreign_Affairs,97.848725773216,Yes,390.381282164483,Yes,Female,After_16:00,0.43672308418899797,0.42258021654561206,961.510899709538,7.0825349073857105,88.1474946159869,8.073,3927.0,98.02591146435591,495.033309040295,4893.8794397254205,60208.4985821673,No,152397.545464386,22.2493440137073,153.51799137544901,76.175833074376,9682.22186121523,40.0,Below_30,3.0,788.249672921138,6.0,Motorcycle_or_truck,Services_or_Retail,607.363133136848,0.0,Yes
8202,Violets,2.0,836.9765300462919,278756.252606274,Environment,278.992176682097,Yes,999.1543702815269,No,Female,After_16:00,0.460444567725062,0.247702364809811,,1.23305928893387,85.95970559399571,8.596,7404.0,44.609224749729,999.255891480762,11990.0554857768,119879.244307374,Maybe,998309.455652675,31.611009023452002,863.932096101161,12.573623331263699,78125.6268264967,90.0,45_and_up,1.0,1498.22723271142,15.0,Public_or_other,Industry_or_other,997.962986701168,2.0,Yes
9701,Purples,1.0,516.773503782391,81832.40799517269,Financial,172.25783459413003,No,475.05768424399497,Yes,Female,By_16:00,0.739086984423921,0.12254645745269999,59.6864281687886,8.25427538948134,57.410947070457,1.436,8564.0,6.8034852622076905,509.99250068371697,5770.561843807379,61044.2425926585,No,225679.80335926698,22.5830135430088,39.5938250138596,14.6716932067648,,60.0,30-45,1.0,771.039495253076,12.0,Motorcycle_or_truck,Industry_or_other,529.080952426662,0.0,No
1069,Purples,10.0,137.916486884795,21700.6732730573,Education,45.97216229493179,Yes,472.039429727884,Yes,Male,After_16:00,0.410886093275622,0.782582481158897,613.600873621181,4.812925122678281,43.9302312908694,6.527,3473.0,96.87100676819679,466.06132716862396,5652.51695161609,57245.8726972704,Maybe,222821.22321782602,21.588453561305,47.8901364606412,36.8408722570166,2169.41186836648,100.0,30-45,2.0,726.143837824691,13.0,Car,Public_Sector,518.969400800282,0.0,No
7918,Greys,9.0,370.119643226248,57611.0643911157,Foreign_Affairs,123.373214408749,Yes,466.965740231456,Yes,Male,After_16:00,0.605721025262028,0.19677417865023003,472.176369512454,9.22558438498527,61.6658412152901,3.418,8582.0,82.4194126529619,626.346760041262,5922.35092239709,69350.2318614644,No,218057.002549912,25.0269207063367,130.871431922559,17.0658930903301,15354.323247955901,40.0,30-45,1.0,856.1493857609039,7.0,Foot_or_bicycle,Student_or_Unemployed,491.481455401244,1.0,No
218,Blues,9.0,1277.91216162579,133667.11591997198,Environment,425.970720541931,Yes,313.794140005484,Yes,Female,By_16:00,0.6708135162480179,0.792295865947381,255.668397294357,2.2880263999104504,13.415757380425902,7.492000000000001,6508.0,1.84005023911595,351.82186425663497,3841.5851285681106,47935.2385872044,No,98466.7623017814,18.7569151050122,270.436542605761,99.88351403735581,,90.0,45_and_up,4.0,662.257984583266,12.0,Car,Student_or_Unemployed,628.477785503492,0.0,Yes
4304,Whites,9.0,351.835304900672,37191.421430881295,Healthcare,117.278434966891,No,317.120717388333,Yes,Male,After_16:00,0.553133603185415,0.816521957982332,870.3119354322549,0.5705103324726221,70.5485001672059,5.3020000000000005,4698.0,84.6313414862379,288.44447528022596,3748.09612444378,40600.176865418,Yes,100565.549396891,16.9836531782837,280.997108307736,72.7002443745732,13881.5097432501,80.0,45_and_up,2.0,555.0852874779561,8.0,Car,Industry_or_other,527.54637597384,1.0,Yes
4608,Purples,8.0,424.353772137059,59588.020976887405,Social,141.45125737902,Yes,421.261868441515,Yes,Female,After_16:00,0.642814101651311,0.32691576611250606,104.111164109781,4.03306617867202,3.3059012144804,0.859999999999999,9140.0,51.5221975976601,419.510853148293,5051.64039071173,50456.3389441991,,177461.56180283602,20.4819640940095,136.285137626908,56.4109709113836,20159.9094714847,70.0,Below_30,1.0,631.2950618260929,10.0,Foot_or_bicycle,Student_or_Unemployed,423.218214296955,1.0,No
1523,Yellows,8.0,893.3299878851669,151976.823552269,Healthcare,297.77666262838903,No,510.371841133599,No,Male,After_16:00,0.884984575677663,0.500152813270688,540.65291560255,6.44186650868505,92.82887501176451,9.515,4485.0,16.8059662682936,346.580245541427,5796.87890241884,45585.880367408,Yes,260479.41622209898,18.6166658008739,183.82694914845501,65.1836238335818,88978.7174687299,80.0,30-45,3.0,562.592870857659,11.0,Car,Public_Sector,399.266931514029,0.0,No
4208,Purples,9.0,780.842830064685,107629.809998231,Financial,260.280943354895,Yes,413.51398458502,Yes,Male,After_16:00,0.487727410625666,0.5218707518652079,110.79961201176,5.981777687557041,35.8482938725501,6.101,3899.0,96.7205037595704,445.033616050197,5025.207077950589,52540.368401364,Yes,170993.81544738,21.095819871486302,123.66298687996701,39.9831786984578,68016.450417069,60.0,45_and_up,1.0,657.271682890699,12.0,Motorcycle_or_truck,Industry_or_other,430.780059974039,1.0,Yes
283,Blues,9.0,1390.4223074820002,437999.475648841,Education,463.474102494001,Yes,945.035490207374,No,Female,By_16:00,0.12740738107822802,0.872450993629172,86.64792729541661,4.62630999507383,87.46502811554821,4.938,9062.0,5.00105798710138,152.831631712615,9756.01816549897,33643.5800830368,Yes,893092.077751492,12.3625091188082,624.537389262602,8.170342096127571,215281.717785114,100.0,30-45,3.0,348.3878047904,15.0,Public_or_other,Public_Sector,232.671574456617,2.0,No
5947,Browns,1.0,287.601301445983,28737.746393550897,Education,95.86710048199421,Yes,299.766512693773,Yes,Male,By_16:00,0.936963306507096,0.7852533687837421,155.293693533167,1.50685423752293,31.1658239224926,1.694,8306.0,42.456793016754105,363.86108472869904,3725.3872963951203,42694.9159203269,No,89859.9621325858,19.075143111617802,275.234653885767,20.1128408312798,9296.368055306759,100.0,Below_30,1.0,542.016810704269,9.0,Foot_or_bicycle,Services_or_Retail,369.13036635812597,0.0,No
